item_no,property_no,acquisition_date,measurement_unit,quantity,particulars, unit_cost ,remarks,end_user,status
27,2021-1208 ,2021-10-08,17,1,"Stapler with stape remover, #35 staple wire", 95.00 ,from: P. Castro,114,Active
28,2021-1333,2022-08-03,17,1,"Mouse, Logitech", 400.00 ,from: P. Castro,114,Active
29,2021-525,2021-05-28,17,1,Cork Board with Frame 3ft. X 4ft.," 1,500.00 ",from: P. Castro,114,Active
30,21-09-100,2021-07-09,30,1,"Laptop Computer, Acer Nitro 5"," 50,562.00 ",from: P. Castro,114,Active
31,2021-1584,2021-10-06,17,1,"Monitor, Viewplus 23.8"""," 5,692.20 ",from: P. Castro,114,Active
32,2021-1360,2021-08-26,17,1,"Keyboard, multi media laser printing", 700.00 ,from: P. Castro,114,Active
33,2021-1273,2021-08-27,17,1,"Self-inking stamp ""Certified True Copy""", 995.00 ,from: P. Castro,114,Active
34,2019-521,2019-06-13,17,1,"Portable Scanner, Epson DS-310"," 14,990.00 ",from: C. Kimmakim,114,Active
35,21-08-57,2021-08-03,30,1,CPU Assembled," 44,603.00 ",from: C. Kimmakim,114,Active
36,2021-1072,2021-08-03,17,1,"UPS, EATON 5L 1200 USB, 1200V/600W,230V"," 6,800.00 ",from: P. Castro,114,Active
37,2022-271,2022-04-11,17,1,"Stapler, Standard Type", 180.00 ,,114,Active
38,22-06-039,2022-06-14,30,1,Assembled CPU," 37,928.00 ",,114,Active
39,2022-417,2022-06-14,17,1,"Office Table, with center drawer & 3 side drawers with lock, narra plywood, strong & durable, natural color, L100 x W50cm x H75cm"," 4,500.00 ",,114,Active
40,2019-720,2019-10-01,17,1,"Stapler, standard", 125.00 ,from: C. Kimmakim,114,Active
41,2018-070,2018-01-29,30,1,"Filing Cabinet, steel, 2 drawers w/ lock & key"," 3,995.00 ",from: C. Kimmakim,114,Active
42,"2018-077,2018-078",2018-01-29,30,2,"Swivel Chair, Ergonomic design with foam covered with mesh bright colored, NL-2063"," 2,990.00 ",from: C. Kimmakim,114,Active
43,2021-849,2021-07-19,30,1,HP Multi-Function Laserjet Printer," 11,180.00 ",from: C. Kimmakim,114,Active
44,"2021-1052,2021-1073",2021-08-03,17,2,"UPS, EATON 5L 1200 USB, 1200VA/600W,230V"," 6,800.00 ",from: C. Kimmakim,114,Active
45,2021-1107,2021-08-03,30,1,"Keyboard, Logitech", 700.00 ,from: C. Kimmakim,114,Active
46,2021-1405,2021-08-03,30,1,"Mouse, Logitech", 400.00 ,from: C. Kimmakim,114,Active
47,2021-1101,2021-06-28,17,1,"Heavy Duty Stapler, Binder Type", 545.00 ,from: C. Kimmakim,114,Active
48,2021-1576,2021-10-06,30,1,"Monitor, Viewplus 23.8"""," 5,692.20 ",from: C. Kimmakim,114,Active
49,"2022-153,2022-154",2022-02-23,17,2,"Stapler, standard type", 95.00 ,from: C. Kimmakim,114,Active
50,2021-1272,2021-08-27,17,1,"Self-Inking stamp ""Certified True Copy""", 995.00 ,from: C. Kimmakim,114,Active
51,2021-1275,2021-08-27,17,1,Self-Inking Stamp, 995.00 ,from: C. Kimmakim,114,Active
52,2022-613,2022-10-20,17,1,"Executive Chair, heavy duty, high quality leatherette material, adjustable height, reclinable up to 150 degrees"," 3,850.00 ",,114,Active
53,2022-497,2023-09-07,17,1,"Monitor, Atlas, Gamdias 21.5"""," 4,870.00 ",,114,Active
54,2022-728,2022-12-15,30,1,CPU Assembled," 40,700.00 ",,114,Active
55,2022-560,2022-09-30,17,1,"Mouse, A4Tech", 150.00 ,,114,Active
56,2022-523,2022-09-30,17,1,"Keyboard, A4TEch", 400.00 ,,114,Active
57,2022-193,2022-03-11,17,1,"Keyboard, A4TEch", 330.00 ,,114,Active
58,2022-527,2022-09-30,17,1,"Keyboard, A4TEch", 400.00 ,,114,Active
59,2022-498,2022-09-07,17,1,"Monitor, Atlas, Gamdias 21.5"""," 4,870.00 ",from: R. Marquez,114,Active
60,"2023-068,2023-069,2023-070,2023-071",2023-03-01,17,4,"Client Chair, Black, stable"," 1,990.00 ",,114,Active
61,2023-205,2023-05-11,17,1,"Stapler with staple remover, standard type, Joy Brand", 148.40 ,,114,Active
62,2023-313,2023-07-07,30,1,"Printer, Brother DCP T720DW"," 12,490.00 ",,114,Active
63,2023-448,2023-08-03,30,1,"CPU Assembled, Core i5  12400 processor, Asus board  B6604, 512 GB SSD, 16gb DDR4 memory, 1TB HDD drive, Casing w/ XPG 650 watts"," 44,000.00 ",,114,Active
64,"2023-580,2023-581,2023-582",2023-10-09,30,3,"Extension Cord, Huntkey, 5 Ports, 2 USB Ports", 895.00 ,,114,Active
65,2023-599,2023-10-16,17,1,"Puncher, 2 hole, heavy duty", 125.00 ,,114,Active
66,2023-576,2023-10-11,30,1,"Automatic Paper Shredder, Deli E9952"," 10,850.00 ",,114,Active
67,"2023-048,2023-049,2023-050",2023-01-19,30,3,CPU Assembled," 43,500.00 ",from: M. Bania-ao,114,Active
68,2023-286,2023-06-06,17,1,"Monitor, 24"" , Phillips"," 6,150.00 ",from: M. Bania-ao,114,Active
69,2023-025,2023-01-12,17,1,"Printer, HP 615"," 14,700.00 ",from: M. Bania-ao,114,Active
70,"2023-042,2023-043,2023-044",2023-01-13,30,3,"Monitor, AOC 24"""," 8,900.00 ",from: M. Bania-ao,114,Active
71,"2023-029,2023-030",2023-01-16,30,2,"UPS, AWP 1200VA-1500VA"," 5,200.00 ",from: M. Bania-ao,114,Active
72,2023-031,2023-01-16,30,1,"Portable Scanner, Epson ES-60W"," 12,000.00 ",from: M. Bania-ao,114,Active
73,2023-206,2023-05-11,17,1,"Stapler with staple remover, standard type, Joy Brand", 148.40 ,from: M. Bania-ao,114,Active
74,2023-213,2023-04-18,17,1,"Whiteboard, 2ft. X 3ft., with metal frame", 995.00 ,from: M. Bania-ao,114,Active
75,2023-283,2023-06-06,17,1,"Keyboard, A4TEch", 400.00 ,from: M. Bania-ao,114,Active
76,2023-303,2023-06-14,30,1,"UPS, AWP 1500VA"," 4,990.00 ",from: M. Bania-ao,114,Active
77,2023-686,2023-11-16,30,1,"CPU, Intel Core i7 12700/B660, Motherboard/Kingston 16GB DDR4 3200/XPG, 512GB SSD/Seagate, 1TB/Cronus Casing, Coolermaster 86Watts Gold"," 41,300.00 ",,114,Active
78,"2023-752,2023-753",2023-11-16,30,2,"Keyboard, Rapoo", 450.00 ,,114,Active
79,2023-759,2023-11-16,30,1,"Monitor, Viewplus 24"""," 5,500.00 ",,114,Active
80,2023-762,2023-11-16,30,1,"UPS, AWP 1500VA"," 5,100.00 ",,114,Active
81,2023-503,2023-08-31,30,1,"Tablet, Samsung Tab A8 LTE"," 15,158.00 ",from: J. Tomas,114,Active
82,2020-1408,2020-07-16,30,1,"Xenon LED TV 32"""," 11,280.00 ",from: V. Sowaken,114,Active
83,2023-701,2023-11-23,30,1,"Document Scanner, Epson DS-310"," 179,993.00 ",,114,Active
84,2023-702,2023-11-23,30,1,"Wireless Router, Mercusys  M128X"," 3,295.00 ",,114,Active
85,"2024-009,2024-010",2023-12-22,17,2,"Cooling Fan Tower, Kanazawa"," 2,850.00 ",,114,Active
86,2024-043,2023-12-29,30,1,"Portable Tablet, Samsung S9 fe+, 12.4 inches, w/ book cover, keyboard and adapter"," 42,615.00 ",,114,Active
87,2024-082,2024-01-03,30,1,"Powerbank, Romoss 30,000 MAH"," 1,950.00 ",,114,Active
88,2024-147,2024-12-27,30,1,"Headset, Microsoft Modern, Wireless"," 5,800.00 ",,114,Active
89,"SPLV-2024-03-396,SPLV-2024-03-397,SPLV-2024-03-398,SPLV-2024-03-399",2024-03-08,17,4,"Stapler, standard type, Joy Brand", 160.00 ,,114,Active
90,"SPLV-2024-03-369,SPLV-2024-03-370,SPLV-2024-03-371",2024-03-08,17,3,"Calculator, Casio MX-12B", 450.00 ,,114,Active
91,2022-585,2022-09-30,17,1,"Mouse, A4Tech", 150.00 ,,114,Active
92,"2023-878,2023-879,2023-880",2023-12-07,17,3,"Calculator, 16 digits, Deli", 785.00 ,,114,Active
93,21-09-98,2021-09-07,30,1,"Laptop Computer, Acer Nitro 5"," 50,562.00 ",from: M. Bania-ao,114,Active
94,2022-436,2022-07-07,17,1,5-Layer Boltles Adjustable Rack Shelves Storage," 4,595.00 ",from: M. Bania-ao,114,Active
95,2022-628,2022-10-27,30,1,"Mobile Phone, Samsung AO3"," 7,295.00 ",from: M. Bania-ao,114,Active
96,"SPLV-2024-04-542,SPLV-2024-04-543,SPLV-2024-04-544,SPLV-2024-04-545,SPLV-2024-04-546,SPLV-2024-04-547",2024-04-05,30,6,"Executive Office Chair, Black Synthetic Leather, with lumbar support, heavy duty"," 4,500.00 ",,114,Active
97,"SPLV-2024-541,SPLV-2024-04-574",2024-04-05,30,2,"16-Port Network Switch, Black", 185.00 ,,114,Active
98,2022-290,2022-08-18,30,1,"Printer, HP Laser 107W"," 14,150.00 ",from: V. Zambrano,114,Active
99,2021-1278,2021-08-31,17,1,"Webcam, Logitech "," 7,990.00 ",,114,Active
100,"2021-1279,2021-1280",2021-08-31,17,2,"Webcam, Logitech "," 7,990.00 ",,114,Active
101,SPLV-2024-08-738, ,30,1,"Headset, Redragon H848 IRE Pro Ultra Light Wireless"," 1,900.00 ",,114,Active
102,SPHV-2024-08-757,2024-07-30,30,1,"Monitor, Samsung 24"""," 7,000.00 ",,114,Active
103,SPHV-2024-08-758,2024-07-31,30,1,"Portable Scanner, Epson ES 60W"," 8,495.00 ",,114,Active
104,SPLV-2024-08-759,2024-07-31,30,1,"Mouse, A4TEch", 250.00 ,,114,Active
105,SPLV-2024-08-756,2024-07-30,30,1,"Keyboard, A4Tech", 482.00 ,,114,Active
106,"SPHV-2024-08-775,SPHV-2024-08-776",2024-06-07,30,2,"Printer, Epson L5290"," 18,720.00 ",,114,Active
107,"SPHV-2024-08-778,SPHV-2024-08-779,SPHV-2024-08-780",2024-06-07,30,3,"Headphone, Logitech Pro"," 7,950.00 ",,114,Active
108,SPLV-2024-08-777,2024-06-07,30,1,"Gull HD Webcam, Logitech C920"," 4,960.00 ",,114,Active
109,"SPLV-2024-09-851,SPLV-2024-09-852,SPLV-2024-09-853,SPLV-2024-09-854",2024-09-09,30,4,Wirder Posture Corrector Chair, 720.00 ,,114,Active
110,"SPHV-2024-08-790,SPHV-2024-08-791,SPHV-2024-08-792,SPHV-2024-08-793",2024-08-22,30,4,"5-Layer Boltles Adjustable Rack Shelves Storage, Vistron"," 6,250.00 ",,114,Active
111,SPHV-2024-08-794,2024-08-22,30,1,"Printer, Epson L5290"," 19,600.00 ",,114,Active
112,SPLV-2024-08-795,2024-08-22,30,1,"UPS, Secure 1500VA"," 4,100.00 ",,114,Active
113,2021-124,2021-01-22,17,1,"Speakerphone, Mid range portable USB And Bluetooth Speakerphone  Speak 510, Jabra Speak 510"," 8,985.00 ",from: A. Gawidan,114,Active
114,2021-161,2021-01-22,17,1,"4K Webcam with HDR and Windows Hello Support, 4K Ultra HD Video calling ,Logitech C930e"," 9,580.00 ",from: A. Gawidan,114,Active
115,2021-857,2021-07-19,30,1,HP Multi-Function Laserjet Printer," 11,180.00 ",from: A. Gawidan,114,Active
116,2021-1054,2021-03-08,17,1,"UPS, EATON 5L 1200USB, 1200VA/600W, 230V"," 6,800.00 ",from: A. Gawidan,114,Active
117,2021-1903,2021-11-23,30,1,"External Hard Disk Drive, 2TB, ADATA"," 4,273.49 ",from: A. Gawidan,114,Active
118,2019-12-094,2019-12-04,30,1,"Desktop Computer, Acer Veriton M2640G"," 39,208.00 ",from: A. Gawidan,114,Active
119,2016-061,2016-12-21,17,1,"Document Scanner, Image Formula P-215"," 10,200.00 ",from: A. Gawidan,114,Active
120,537-10,2010-12-02,17,1,HP Laser printer P2035N," 25,800.00 ",from: A. Gawidan,114,Active
121,21-01-07,2020-06-16,30,1,"Photocopier, Ineo 206"," 50,000.00 ",from: A. Gawidan,114,Active
122,2017-380,2017-10-04,30,1,"Swivel Chair, Ergonomic "," 2,845.00 ",from: A. Gawidan,114,Active
123,2021-1218,2021-08-10,17,1,"Puncher/Perforator, paper, ehavy duty, with 2 hole guide", 150.00 ,from: A. Gawidan,114,Active
124,2021-1558,2021-10-04,17,1,"Extension Cord, 10 meters with 6 universal gang"," 1,000.00 ",from: A. Gawidan,114,Active
125,21-09-104,2021-07-09,30,1,"Laptop Computer, Acer Nitro 5"," 50,562.00 ",from: A. Gawidan,114,Active
126,2017-12-051,2017-12-08,30,1,"Desktop Computer, HP 280 G2 Microtower"," 49,151.74 ",from: V. Sowaken,114,Active
127,2021-519,2021-08-03,17,1,"UPS, AP2 BX 1100 LI/MS/550W"," 8,000.00 ",from: V. Sowaken,114,Active
128,SPHV-2024-10-963,2024-10-14,30,1,"Computer Central Processing Unit, Intel i5"," 33,600.00 ",,114,Active
129,"SPHV-2024-11-1009,SPHV-2024-11-1010",2024-11-18,30,2,"Portable Scanner, Epson ES-6W"," 8,500.00 ",,114,Active
130,SPLV-2024-11-1016,2024-11-22,30,1,"UPS, AWP 1500VA/900W"," 4,750.00 ",,114,Active
131,"SPLV-2024-11-1017,SPLV-2024-11-1018",2024-11-22,30,2,"Wireless Presenter, Logitech R400"," 1,550.00 ",,114,Active
132,"SPHV-2024-11-1014,SPHV-2024-11-1015",2024-11-18,30,2,"Monitor, HP Series 5 27"""," 11,900.00 ",,114,Active
133,"SPHV-2024-12-1043,SPHV-2024-12-1044,SPHV-2024-12-1045",2024-11-29,30,3,"Movable Cabinet, 3 layers, steel"," 5,300.00 ",,114,Active
134,SPHV-2024-12-1103,2024-12-06,30,1,"Laptop, MSI Thin 15.6"""," 44,900.00 ",,114,Active
135,2023-483 ,2023-08-17,30,2,"Client Chair, heavy duty, fabric material, armrest, high and fixed back , Balck"," 3,500.00 ",from: F. Carlos,114,Active
136,SPHV-2025-01-030,2025-01-14,30,1,"Coffee Percolator (with mug set, 6 set of mug with plate, with 6 pcs teaspoons, stainless, with 2 canister jar with wooden lid, with spoon conatiner with cover)"," 14,500.00 ",,114,Active
1,"2020-1808, 2020-1809, 2020-1810, 2020-1811, 2020-1812",2020-11-23,17,5,"External Hard Drive, 2TB"," 5,450.00 ",,412,Active
2,2019-12-073,2019-12-04,30,1,"Laptop, Hp Elitebook x 360 1030 G2, processor: Intel core i5-7th Gen processor base clock speed, 2.5 Ghz Max turbo frequency 3.1GHz Max turbo frequency 3.1 Ghz cache 3mb cache, 2 cores; Memory 8gb DDR4-2133onboard; storage/hard disk-256GB solid state drive; camera-720p HD camera: SN: 5CG84921B8"," 68,640.00 ",from: J. Copanut,412,Active
3,ARE 15-67,2015-06-22,30,1,"Filing Cabinet with 4 drawers, gauge 20, plain, finish"," 7,701.96 ",from: J. Copanut,412,Active
4,ARE 15-76,2015-06-22,30,1,Office Table with four drawers," 5,197.00 ",from: J. Copanut,412,Active
5, 2019-395,,30,1,Huawei Pocket Wifi with globe and smart simcard," 3,918.85 ",,412,Active
6,2021-1023,2021-08-03,17,1,"UPS, EATON 5L 1200 USB, 1200VA/600W,230V"," 6,800.00 ",,412,Active
7,2022-120,2022-02-02,30,1,"Portable USB Image and Document Scanner, Epson DS310: SN: X35E006992"," 14,800.00 ",,412,Active
8,2022-121,2022-02-02,17,1,"Whiteboard with stand, movable (caster wheels), 4x8"," 7,499.00 ",,412,Active
9,22-04-017,2022-04-18,30,1,CPU Assembled," 34,335.00 ",,412,Active
10,2022-250,2022-04-18,17,1,"Keyboard, Delux", 450.00 ,,412,Active
11,2022-254,2022-04-18,17,1,"Mouse, Delux", 250.00 ,,412,Active
12,2022-260,2022-04-18,17,1,"UPS, Kstar"," 6,500.00 ",,412,Active
13,211-10,4/30/2010,30,1,"Cabinet, 2 drawers, steel"," 7,295.00 ",from: A. Bayubay,412,Active
14,2021-040,2021-01-18,30,1,"Extension Cord (wheel type), heavy duty, 15 meters"," 1,945.00 ",from: P. Pineda,412,Active
15,13-01,2001-01-03,30,1,Karaoke Sound System," 8,550.00 ",from: A. Bayubay,412,Active
16,2021-1314,2021-06-10,30,1,"Keboard, Logitech", 700.00 ,from: A. Bayubay,412,Active
17,2021-1324,2021-06-10,30,1,"Mouse, Logitech", 400.00 ,from: A. Bayubay,412,Active
18,2020-2044,1905-07-12,30,1,"Keboard, Logitech", 525.00 ,from: A. Paneda ,412,Active
19,20-11-467E,1905-07-12,30,1,Generator Set 5KVA," 48,250.00 ",from: A. Bayubay,412,Active
20,22-01-002,2021-01-10,30,1,"Laptop, Lenovo Legion 5"," 67,000.00 ",from: A. Bayubay,412,Active
21,54-14,2014-02-20,30,1,CPU Assembled," 23,996.27 ",from: A. Bayubay,412,Active
22,2021-846,2021-07-19,30,1,HP Multi-Function Laserjet Printer," 11,180.00 ",from: A. Bayubay,412,Active
23,2021-1030,2021-03-08,30,1,"UPS, EATON 5L 1200 USB, 1200VA/600W,230V"," 6,800.00 ",from: A. Bayubay,412,Active
24,2022-078,2022-01-13,30,1,"Printer, Epson 3158"," 14,500.00 ",from: A. Bayubay,412,Active
25,2022-055,2022-01-13,30,1,"All-in-One Wireless Printer, HP 615"," 13,990.00 ",from: A. Bayubay,412,Active
26,2022-132,2021-10-12,30,1,Megaphone Speaker with Siren," 2,450.00 ", ,412,Active
27,2022-138,2021-10-12,30,1,"Public Address, Konzert PA 12"," 7,500.00 ",from: A. Bayubay,412,Active
28,2018-845,2018-12-17,30,1,Bamboo Sala Set," 8,000.00 ",from: A. Bayubay,412,Active
29,2017-12-077,2017-12-08,30,1,"Desktop Computer, HP 280 G2 Microtower- CPU & MOnitor"," 49,151.74 ",from: A. Paneda ,412,Active
30,2018-01-006,2017-12-21,30,1,"Projector, Epson"," 47,300.00 ",from: A. Bayubay,412,Active
31,21-01-01,2020-06-16,30,1,"Photocopier, Ineo 206"," 50,000.00 ",from: A. Bayubay,412,Active
32,577-10,2011-04-01,30,1,Computer Desktop," 48,050.00 ",from: A. Bayubay,412,Active
33,2021-362,2021-11-03,30,1,Adapter C Type to LAN, 790.00 ,from: A. Bayubay,412,Active
34,2021-713,2021-07-05,30,1,"HDMI Converter, male to female VGA", 695.00 ,from: A. Bayubay,412,Active
35,2019-01-003,2018-06-01,30,1,"TABLET, Android, Samsung TAB S2, 8"""," 22,098.00 ",from: A. Bayubay,412,Active
36,579-10,2011-04-01,30,1,"Computer Desktop, Acer"," 48,050.00 ",from: A. Bayubay,412,Active
37,531-10,2010-02-12,30,1,"Projector, LCD ACER X1103P"," 25,000.00 ",from: A. Bayubay,412,Active
38,225-10,2010-05-31,30,1,Split Type Aircon," 24,193.55 ",from: A. Bayubay,412,Active
39,2021-1578,2021-10-06,30,1,"Monitor, Viewplus 23.8"""," 5,692.20 ",from: A. Bayubay,412,Active
40,ARE 15-72,2015-06-22,30,1,Executive Office Chair," 3,713.00 ",from: A. Bayubay,412,Active
41,ARE 15-69,2015-06-22,30,1,"Filing Cabinet with 4 drawers, gauge 20, plain, finish"," 7,701.96 ",from: A. Bayubay,412,Active
42,ARE 15-75,2015-06-22,30,1,Office Table with 4 drawers," 5,197.00 ",from: A. Bayubay,412,Active
43,"15-142,15-143",1905-07-07,30,2,"Table, monobloc, square 36"" x36"", green",,from: A. Bayubay,412,Active
44,2018-769,2018-07-12,30,1,"Swivel Chair, Mesh chair"," 2,890.00 ",from: A. Bayubay,412,Active
45,2019-1041,2019-12-23,30,1,Filing Stands for the Stockroom of PDOHO," 5,000.00 ",from: A. Bayubay,412,Active
46,2019-226,2019-01-28,30,1,"Electric Fan, stand type, plastic, 6"""," 1,350.00 ",from: A. Bayubay,412,Active
47,2019-236,2019-01-28,30,1,Office Table with 6 drawers," 5,400.00 ",from: A. Bayubay,412,Active
48,2018-774,2018-07-02,30,1,"Swivel Chair, Mesh chair"," 2,890.00 ",from: A. Bayubay,412,Active
49,2019-01-008,2019-06-01,30,1,"TABLET, Android, Samsung TAB S2, 8"""," 22,098.00 ",from: A. Bayubay,412,Active
50,2018-455A,2018-09-26,17,1,Mascot For STII/HIV AIDS Advocacy (Condom)," 14,150.00 ",from: A. Bayubay,412,Active
51,2021-336,2021-03-25,23,1,Girl Toy Doll Model," 2,000.00 ",from: A. Bayubay,412,Active
52,SN 2019-0124,1905-07-11,17,5,CPR Mannequin (Adult)," 11,000.00 ",from: A. Bayubay,412,Active
53,2019-229,2019-02-01,30,1,"Gas Stove, 2 burner, Standard"," 1,280.00 ",from: A. Bayubay,412,Active
54,2019-230,2019-02-01,23,1,LPG Regulator and Hose, 424.00 ,from: A. Bayubay,412,Active
55,2020-1492,2020-09-07,30,1,Jabra Speak 410 (Speakerphone for Voice Over Internet Protocol Calls)," 6,160.00 ",from: A. Bayubay,412,Active
56,2021-1452,2021-11-25,30,1,"External; Hard Drive, 1TB, Toshiba"," 2,950.00 ",from: A. Bayubay,412,Active
57,2020-1498,2020-07-08,30,1,Webcam for Voice Over Internet Protocol Calls," 8,900.00 ",from: A. Bayubay,412,Active
58,2019-838,2019-11-18,17,1,"Stapler, binder-type, heavy duty, desktop", 832.00 ,from: A. Bayubay,412,Active
59,2021-1826,2021-11-25,30,1,"Mobile Phone, Samsung Galaxy A12 (6GB + 128GB)"," 9,990.00 ",from: A. Bayubay,412,Active
60,15-78,1905-07-07,30,1,Office Table w/ 4 drawers," 5,197.00 ",from: A. Bayubay,412,Active
61,16-229,1905-07-08,30,1,"Biometrics, Fingerprints Reader"," 13,750.00 ",from: A. Bayubay,412,Active
62,21-09-087,2021-03-09,30,1,Assembled CPU," 44,903.00 ",from: A. Bayubay,412,Active
63,2016-09-0005,2016-09-05,30,1,"Aircondition, split type, 2.0HP, 220V, 60HZ"," 34,706.25 ",,412,Active
64,2016-10-0020,1905-07-08,30,1,"Aircondition, split type, 2.0 HP, 100-200V"," 35,000.00 ",,412,Active
65,2022-373,2022-06-13,30,1,"Refrigerator, Fujidenso"," 14,500.00 ",,412,Active
66,2022-297,2022-04-29,30,1,Paper Shredder," 6,250.00 ",,412,Active
1,2020-1024,2020-01-30,30,1,"Printer, Refillable, Print, Scan, Copy and Fax, HP SMART Tank 615"," 13,999.00 ",,361,Active
2,2020-1170,2020-03-09,30,1,"Steel Cabinet, 400W x 550H x 650mmD, Black"," 3,880.00 ",,361,Active
3,2019-918,1905-07-11,30,1,"Barcode Scanner/ Reader, 3D"," 5,999.00 ",,361,Active
4,"2020-1103,2020-1104(2)",2020-06-22,17,2,"Multifunctional Wood Organizer, with FHC Cluster print design", 400.00 ,,361,Active
5,2020-1287,2020-06-25,30,1,"Extension Cord, durable, made with high quality materials, easy install, 3 outlet with cord, 5 meter, OMNI", 300.00 ,,361,Active
6,2020-1402,2020-08-07,17,1,Webcam for Voice Over Internet Protocol Calls," 8,900.00 ",,361,Active
7,2020-1426,2020-08-27,17,1,"Stapler, heavy duty, for GSM 70 stapling", 880.00 ,,361,Active
8,2020-1706,2020-10-19,30,1,"Desktop Monitor,27"" in panel LG 27MK400"," 11,000.00 ",,361,Active
9,"2020-1708,2020-1709",2020-10-19,30,2,"Refillable Tank all-in-one Printer, HP 615"," 13,950.00 ",,361,Active
10,2020-1758 ,2020-11-17,30,1,HD PRO Web Camera with tripod (Logitech C930e)," 9,900.00 ",,361,Active
11,2020-1767,2020-10-22,30,1,USB Bluetooth Adapter for PC, 500.00 ,,361,Active
12,2020-1775,2020-10-22,30,1,External USB Sound Card, 500.00 ,,361,Active
13,2020-1791,2020-11-10,30,1,"Android Smart Phone for Barcode Track and Trace System Support, Samsung Galaxy A11"," 9,200.00 ",,361,Active
14,"2020-1798,2020-1799",2020-11-20,30,2,"UPS, 600W/1000VA, APC UPS"," 3,990.00 ",,361,Active
15,2020-11-179,,30,1,"LCD  Multimedia Projector, Epson EB-S41"," 30,450.00 ",,361,Active
16,20-12-0180,2020-09-28,30,1,Portable Mini Projector," 19,000.00 ",,361,Active
17,2020-1906,2020-12-09,30,1,"Universal Extension Wheel, (Omni Extension Wheel)"," 2,295.00 ",,361,Active
18,"2020-1881,2020-18832,2020-1883",2020-12-04,17,3,"Tape Dispenser, table top, for 24mm width tape", 130.00 ,,361,Active
19,"2020-1896,2020-1897",2020-12-09,17,2,VGA to HDMI Adapter Cable," 1,800.00 ",,361,Active
20,21-01-014,2020-09-30,30,1,"Laptop, HP 14-DH 1062TX"," 57,000.00 ",,361,Active
21,2021-026,2021-01-13,17,1,"Multimedia Presenter with USB Receiver 1, Pisen Rechargeable"," 1,100.00 ",,361,Active
22,"2021-232,2021-233",2021-02-03,30,2,"External Hard Drive, 4TB"," 8,490.00 ",,361,Active
23,2021-264,2021-02-15,30,1,"USB Speakerphone, Jabra Speak 510 UC Conference Kit"," 7,280.00 ",,361,Active
24,2020-1965,2020-11-25,30,1,"Hard Disk Drive, 1TB"," 2,500.00 ",,361,Active
25,2020-1978,2021-11-25,30,1,"Desktop Monitor, LG"," 10,350.00 ",,361,Active
26,2021-285,2021-03-05,17,1,"Adapter, USB 2.0 to Rj45 Ethernet", 315.00 ,,361,Active
27,2021-707,2021-05-10,17,1,"Puncher, heavy duty, 2-hole (7cm hole punch) with centering gauge", 220.00 ,,361,Active
28,636-2K,,30,1,Pelvic Model USA ID," 9,664.00 ",from: A. Kilakil,361,Active
29,2021-1803,2021-11-18,17,1,Universal Extension Wheel," 2,500.00 ",,361,Active
30,2021-1380,2021-08-06,17,1,"Keyboard, Logitech", 700.00 ,,361,Active
31,21-12-226,2021-01-07,30,1,CPU Assembled," 36,218.00 ",,361,Active
32,21-12-227,2021-01-07,30,1,CPU Assembled," 36,218.00 ",,361,Active
33,2019-1052,2020-01-10,30,5,"Stapler, Metal Casing, loading capacity-100 staples, stapling capacity 50 sheets, heavy duty"," 1,475.00 ",from: A. Kilakil,361,Active
34,2022-656,2022-11-04,30,1,"Laptop, Lenovo Ideapad Slim 15.6"""," 42,800.00 ",,361,Active
36,2024-171,2024-01-12,30,1,"Portable Tablet, Samsung S9 fe+, 12.4 inches, w/ book cover, keyboard and adapter"," 43,900.00 ",,361,Active
37,"2024-179,2024-180,2024-181",2024-01-12,30,3,"Monitor, Asus 27"""," 11,300.00 ",,361,Active
38,2024-088,2024-01-18,30,1,"Laptop, Asus TUF FX506, 15.6"""," 49,999.00 ",from: A. Kilakil,361,Active
39,"2024-279,2024-280,2024-281",2024-01-18,17,3,"Stapler, Standard type, SQI Brand", 165.00 ,,361,Active
40,2024-201,2024-01-18,17,1,"Wireless Bluetooth Speaker with Mic, Jabra Speak 510"," 7,940.00 ",,361,Active
41,"SPHV-2024-06-637,SPHV-2024-06-638",2024-06-18,30,2,"Laptop, Acer A315-44P-R9WX"," 39,995.00 ",,361,Active
42,2024-292,2024-01-08,30,1,Central Processing Unit," 36,990.00 ",,361,Active
1,ARE 14-405,,30,1,"Computer Desktop, Intel i5, 2GB RAM, 1TB hard disk drive, with CD/DVD combo drive , mouse and keyboard, LCD monitor (Monitor Only)"," 23,231.65 ",from: L. Guerrero,134,Active
2,2020-1546,2020-09-16,17,1,HDMI to VGA Converter, 625.00 ,from: L. Guerrero,134,Active
3,2021-1400,2021-08-26,17,1,"Mouse, optical, USB connection type", 400.00 ,from: L. Guerrero,134,Active
4,2020-1785 ,2020-11-17,30,1,"UPS, APC 1100 VA"," 7,100.00 ",from: L. Guerrero,134,Active
6,2019-936,2019-11-21,17,1,"External Hard Drive, 1TB"," 3,950.00 ",from: L. Guerrero,134,Active
7,2019-802,1905-07-11,17,1,Rotary Pencil Sharpener, 495.00 ,from: C. Dirige,134,Active
8,21-09-111,2021-09-07,30,1,"Laptop Computer, Acer Nitro 5"," 50,562.00 ",from: L. Guerrero,134,Active
9,2019-812,2019-11-05,17,1,"Individual switch extension cord, 6 gang Wed 360", 740.00 ,from: C. Dirige,134,Active
